id_product;id_supplier;id_manufacturer;id_category_default;id_shop_default;id_tax_rules_group;on_sale;online_only;ean13;upc;ecotax;quantity;minimal_quantity;price;wholesale_price;unity;unit_price_ratio;additional_shipping_cost;reference;supplier_reference;location;width;height;depth;weight;out_of_stock;quantity_discount;customizable;uploadable_files;text_fields;active;redirect_type;id_product_redirected;available_for_order;available_date;condition;show_price;indexed;visibility;cache_is_pack;cache_has_attachments;is_virtual;cache_default_attribute;date_add;date_upd;advanced_stock_management;pack_stock_type;id_shop;id_lang;description;description_short;link_rewrite;meta_description;meta_keywords;meta_title;name;available_now;available_later;id_stock_available;id_product_attribute;id_shop_group;depends_on_stock;id_category;id_theme;deleted;id_image;cover;position;id_product_download;display_filename;filename;date_expiration;nb_days_accessible;nb_downloadable;is_shareable;
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0027";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2199";"";"2015-11-20 13:12:44";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 80%
FLORACION: 48-53 días
THC: 20%
CBD: Muy Alto
PRODUCCION INT: 500-550 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"87";"0";"1";"0";"2";"2";"0";"51";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0027";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2203";"";"2015-11-20 13:12:50";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 50%
FLORACION: 50-55
THC: 20%
CBD: Alto
PRODUCCION INT: 500-550 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"88";"0";"1";"0";"2";"2";"0";"52";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0028";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2207";"";"2015-11-20 13:12:53";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 55%
FLORACION: 50-55
THC: 18%
CBD: Medio
PRODUCCION INT: 450-500 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"89";"0";"1";"0";"2";"2";"0";"53";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"12000";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0028";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2211";"";"2015-11-20 13:13:00";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica-Sativa 50%
FLORACION: 50-55
THC: 22%
CBD: Alto
PRODUCCION INT: 500-550 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"90";"0";"1";"0";"2";"2";"0";"54";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0029";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2215";"";"2015-11-20 13:13:05";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica-Sativa 50%
FLORACION: 40-45 días
THC: 22%
CBD: Alto
PRODUCCION INT: 600-650 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"91";"0";"1";"0";"2";"2";"0";"55";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0030";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2219";"";"2015-11-20 13:13:08";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Sativa 60%
FLORACION: 60-65 días
THC: 20%
CBD: Medio
PRODUCCION INT: 600-650 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"92";"0";"1";"0";"2";"2";"0";"56";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0031";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2223";"";"2015-11-20 13:13:18";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 75%
FLORACION: 60-65 días
THC: 22%
CBD: Medio
PRODUCCION INT: 550-600 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"93";"0";"1";"0";"2";"2";"0";"57";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0032";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2227";"";"2015-11-20 13:13:16";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica-Sativa 50%
FLORACION: 45-54 días
THC: 18%
CBD: Medio
PRODUCCION INT: 550-600 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"94";"0";"1";"0";"2";"2";"0";"58";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0033";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2231";"";"2015-11-20 13:18:31";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 90%
FLORACION: 50-55 días
THC: 20%
CBD: Alto
PRODUCCION INT: 500-600 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"95";"0";"1";"0";"2";"2";"0";"59";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0034";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2235";"";"2015-11-20 13:18:53";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 65%
FLORACION: 50-55 días
THC: 20%
CBD: Medio
PRODUCCION INT: 500-600 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"96";"0";"1";"0";"2";"2";"0";"60";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0035";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2239";"";"2015-11-20 13:18:57";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Sativa 65%
FLORACION: 60-65 días
THC: 22%
CBD: Alto
PRODUCCION INT: 650-700 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"97";"0";"1";"0";"2";"2";"0";"61";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0036";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2243";"";"2015-11-20 13:19:02";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 65%
FLORACION: 50-55 días
THC: 22%
CBD: Medio
PRODUCCION INT: 550-650 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"98";"0";"1";"0";"2";"2";"0";"62";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"3";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0036";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2247";"";"2015-11-20 13:19:06";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 65%
FLORACION: 60-65 días
THC: 22%
CBD: Alto
PRODUCCION INT: 450-500 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"99";"0";"1";"0";"2";"2";"0";"63";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0037";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2250";"";"2015-11-20 13:19:16";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 65%
FLORACION: 45-50 días
THC: 20%
CBD: Alto
PRODUCCION INT: 650-700 gr/m²
";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"100";"0";"1";"0";"2";"2";"0";"64";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"3";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0037";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2254";"";"2015-11-20 13:19:22";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Sativa 80%
FLORACION: 60-65 días
THC: 18%
CBD: Medio
PRODUCCION INT: 500-550 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"101";"0";"1";"0";"2";"2";"0";"65";"1";"1";"";"";"";"";"";"";"";
"";"0";"0";"18";"1";"1";"0";"0";"";"";"0.000000";"4";"1";"0.000000";"0.000000";"";"0.000000";"0.00";"gs-0038";"";"";"0.000000";"0.000000";"0.000000";"0.000000";"1";"0";"0";"0";"0";"";"404";"0";"1";"0000-00-00";"new";"1";"1";"both";"0";"0";"0";"2255";"";"2015-11-20 13:19:30";"0";"3";"1";"1";"Este excelente banco de semillas feminizadas llamado Dinafem ofrece desde 2005 unas variedades exquisitas muy selectas, como la destacada Moby Dick, procedente de sativas ecuatoriales, Royal Haze, Power Kush, Super Silver Haze o la famosa White Whidow.";"TIPO: Mostly Indica 80%
FLORACION: 50-55 días
THC: 21%
CBD: Alto
PRODUCCION INT: 600-650 gr/m²";"dinafem";"";"Dinafem,semillas Dinafem,semillas Dinafem de calidad,semillas Dinafem baratas";"Dinafem Semillas De Marihuana";"Semillas Low Cost";"";"";"102";"0";"1";"0";"2";"2";"0";"66";"1";"1";"";"";"";"";"";"";"";
